Rank,Username,UserID,GrossEarning
1373,ashlynn,35618666,141120.69
1374,DougDougW,31507411,141112.01
1375,RazaH,68727743,141059.82
1376,DolphinChemist,23946146,140990.08
1377,Th3Antonio,39115143,140939.02
1378,Farfa,102680338,140889.41
1379,BenPhillipsuk,525925946,140819.93
1380,LaraLoft,70110726,140642.23
1381,FLaPiiX,86729677,140529.65
1382,Kromia,43805440,140513.83
1383,jordy2d,214572684,140513.73
1384,lol_nemesis,86131599,140431.23
1385,itscrawfordcollins,208315947,140408.32
1386,Bluddshed,56401891,140399.46
1387,MINTOSU,36801303,140375.47
1388,Aiekillu,27085209,140349.24
1389,natalan,189260132,140344.31
1390,TehJamJar,54444883,140316.16
1391,Kurolily,43030068,140269.06
1392,STPeach,100484450,140135.35
1393,marty_vole,49099014,139773.28
1394,Leyla,233024443,139721.84
1395,TangoTek,41157071,139703.68
1396,TURI,118956645,139638.85
1397,Jirayalecochon,26567552,139606.73
1398,perfect__op,157591647,139436.63
1399,n3zmodgod,47761657,139308.66
1400,FeralWife,101383518,139257.09
1401,蝦愛橘子,25202416,139234.34
1402,HarukaKaribu,483194031,139165.12
1403,SeanVR,94267141,139107.65
1404,Teeqo,85603763,138852.42
1405,Wingsofdeath,30171560,138672.22
1406,TomFawkes,28247937,138672.14
1407,ImMadness,71928697,138654.29
1408,saintvicious,30661033,138596.7
1409,오킹,166079347,138515.18
1410,MrOGx,58561651,138440.08
1411,BikeMan,32409994,138317.63
1412,IKeepItTaco,57636576,138248.65
1413,WhiskeyDing0,60558572,138149.74
1414,Whistleface,114830340,138053.14
1415,ThatOneBritt,31621071,137987.21
1416,CraigMabbitt,145023404,137946.44
1417,sema_,161527617,137895.61
1418,lethamyr_rl,113917705,137820.97
1419,BananaSlamJamma,51229960,137627.26
1420,DessT3,431146848,137491.45
1421,Kyedae,445529741,137464.64
1422,TheHaleyBaby,29020039,137460.26
1423,DrFeelgood,38350595,137364.33
1424,Acai,38503140,137133.84
1425,Sjow,22588033,137069.64
1426,dammit2hell,79622099,137038.91
1427,Ellohime,30672745,136946.45
1428,slop3,7093315,136917.34
1429,Angelic,216366551,136732.75
1430,Xem92,29052822,136686.04
1431,Awkwards_Travel,142797941,136558.2
1432,JaredFPS,98779196,136526.44
1433,AdzTV,170547313,136304.29
1434,Demalay,99980069,136297.37
1435,Elspeth,63532168,136291.2
1436,Conterstine,49914195,136257.69
1437,FIVEBYFIVEx,116479183,136233.06
1438,Raptor,46007972,136202.25
1439,ghoulbagel,254038145,136161.97
1440,botimegaming,46328259,136142.86
1441,PiazzTwitch,131342532,136050.75
1442,김도,102845970,136023.87
1443,Expel,140872133,136014.65
1444,FattyPillow,76073513,135978.87
1445,S7ORMyTv,83332770,135966.79
1446,CreativeMonkeyz,64638702,135782.45
1447,SunGym,63988059,135758.38
1448,LillyVinnily,112957697,135754.77
1449,pykamusic,436417492,135743.0
1450,UpshallGames,54612707,135718.34
1451,JokerdTV,48082917,135560.88
1452,ArnaldoDK,58396936,135493.99
1453,ZulZorander,75052332,135465.17
1454,Method,121649330,135264.74
1455,thomezord,109038301,135027.79
1456,TheUncleJoeShow,120270943,134928.79
1457,Polecat324,43028335,134915.76
1458,Emmashtream,500001586,134902.59
1459,zwebackhd,43650535,134697.49
1460,baibaigirl,402701298,134666.95
1461,DevinNash,28481422,134597.63
1462,Trikslyr,60900813,134573.26
1463,Forky,116010031,134511.32
1464,Meowko,195326003,134435.49
1465,FantaBobShow,29188740,134360.35
1466,Mayichi,94055227,134291.95
1467,BossLadyLily,406125360,134268.03
1468,eugeniacooney,59657997,134267.79
1469,clutch_fii,169539617,134214.39
1470,Euriece,206506086,134205.26
1471,Boneclinks,6663444,134045.53
1472,NeverSayYesTwitch,95155668,133984.22
1473,Yotobi,15697166,133869.76
1474,ChiefzLive,59121159,133643.01
1475,SplattercatGaming,43364473,133635.35
1476,__unknown__,37522020,133607.5
1477,HOLLYWOOD285,132289488,133606.99
1478,BuckArmy,86636321,133565.44
1479,termk47,235083070,133454.87
1480,frankthepegasus,95864871,133388.9
1481,Dangers,143753075,133256.14
1482,SoyFelipez360,107627864,132958.19
1483,99Damage,24208138,132646.0
1484,Keeoh,151819490,132553.2
1485,StreamStickers,431026547,132535.79
1486,Zapman,26302544,132476.05
1487,CzechCloud,31453284,132216.54
1488,Doigby,25454398,132059.71
1489,Mandzio,24558341,132022.13
1490,CA_in_LA,239158482,131829.42
1491,TaKeTV,30186974,131804.06
1492,GirlOfNox,129108719,131751.22
1493,BlackUFA,98742675,131670.76
1494,DirkNeuenfels,126101469,131624.01
1495,VGBootCamp,9846758,131560.07
1496,HyperRPG,110130258,131538.97
1497,Mahluna,151883075,131335.54
1498,iTermosifoni,85756815,131326.94
1499,Totless,49218669,131263.47
1500,JulienBam,407144557,131257.69
1501,swavyL,98652472,131222.29
1502,ArcadeBulls,102440358,131207.76
1503,TwoSync,39446058,131069.03
1504,NickiTaylor,39252175,130931.67
1505,GrenBaud,568747744,130849.38
1506,LevelUpKent,56116271,130779.23
1507,Rescue,92655587,130682.07
1508,THERUSSIANBADGER,22578309,130664.25
1509,ObiWannCoyote,125009084,130564.43
1510,Lt_Custard,157343059,130482.04
1511,ShadyPenguinn,45278859,130431.49
1512,fourcolorzack,501038506,130376.86
1513,marvincalifornia,259385697,130348.4
1514,괴물쥐123,148057505,130343.54
1515,BerriTV,144354306,130300.66
1516,Ozzy,124889479,130241.29
1517,KXMI,61835123,130163.34
1518,Broeki1,41372534,130129.29
1519,JohnnyBoi_i,91526191,130114.6
1520,DerKellerYT,132850171,129940.69
1521,MasaeAnela,14684490,129928.76
1522,DaddyGus99,217629686,129832.4
1523,Graycen,25743612,129809.98
1524,StreamieBR,166839022,129636.26
1525,annelle,144920995,129572.03
1526,Poison,50140697,129543.44
1527,adolfz,26707340,129423.49
1528,ortoPilot,8793847,129387.96
1529,BazzaGazza,102777268,129323.05
1530,WagamamaTV,24811779,129229.51
1531,Cobbobles,52839768,129175.68
1532,Theonemanny,42481140,129147.17
1533,2SekundovyMato,89751834,128979.5
1534,BlueandQueenie,80993076,128971.01
1535,Pedguin,24070690,128910.33
1536,Kinamazing,90091619,128888.9
1537,Gale_Adelade,115467657,128613.06
1538,PartinGtheBigBoy,71013219,128560.15
1539,Jambo,118681008,128485.87
1540,JasonParadise,46551102,128463.92
1541,GoEaSyTwitch,118963149,128390.36
1542,Spraggy,2142933,128352.87
1543,DJMikeMorino,436752323,128339.13
1544,MSFIIIRE,235491613,128300.39
1545,crowegamingg,576819908,128197.36
1546,FistofTheWalrus,60141325,128194.62
1547,MCDM,65763548,128031.32
1548,고차비,86403736,128027.34
1549,Letshe,182427515,127957.85
1550,At0mium,24306397,127924.33
1551,KayPikeFashion,62983472,127909.49
1552,CraigAWilliams,59323877,127808.36
1553,Crystalst,115983024,127744.2
1554,TheBoiSantana,196668687,127707.43
1555,TheGawd,47814097,127502.87
1556,MyMisterFruit,56001630,127433.4
1557,Ohmwrecker,23034523,127422.54
1558,MichaelStreamsHere,28911131,127406.27
1559,StreamFourStar,137452122,127374.85
1560,ChicoFilo,228296361,127324.04
1561,HALtv,27319089,127286.73
1562,EdEMonster,23612492,127280.33
1563,jschlatt,98125665,127259.32
1564,Princess,141463484,127225.57
1565,Mystixx,52655089,127179.38
1566,10000DAYS,43414943,127111.22
1567,TheLoyalPatriot,23948713,127066.31
1568,TheGeekEntry,124651013,126900.33
1569,Lil_Lexi,49415591,126842.96
1570,彩學,47281189,126824.76
1571,Kroatomist,98700118,126699.86
1572,MoraisHD,32951395,126685.85
1573,KingOfLightningGaming,74083332,126586.5
1574,MahyarS,68406941,126558.16
1575,EJ_SA,26374918,126498.86
1576,JLAmaru,219431490,126495.94
1577,KatLink,138147020,126482.68
1578,TwoAngryGamersTV,56964879,126365.39
1579,gratis150ml,52203144,126299.04
1580,ItsFreshy,117206393,126274.82
1581,Apricot,151054406,126133.99
1582,Surefour,2982838,126103.92
1583,HappyKrakenX,450172317,126053.62
1584,SirhcEz,27934574,126002.34
1585,FRAN,5690948,125914.61
1586,johnnyandheidi,546709722,125826.67
1587,Alliege,243963817,125748.08
1588,VRFunny,202941043,125738.85
1589,Thesterge,75012097,125615.65
1590,Hungry,112866535,125589.77
1591,iNoiizY,65293646,125580.59
1592,Nico,65895024,125558.2
1593,Halocene,90989037,125374.71
1594,BackgroundGuy02,85708507,125264.82
1595,Akaruu,30224721,125239.82
1596,Frozone,77863472,125106.26
1597,RosieRiver,77744430,125042.68
1598,ThatChickParker,27946497,124941.45
1599,miramasa,197457825,124933.37
1600,SimplyTwo,84923564,124863.01
1601,mtqcapture,68512995,124861.49
1602,Perrick,43582520,124779.24
1603,빛베리,198860406,124760.79
1604,SuperStarO,69541607,124719.82
1605,actionjaxon,57709221,124658.6
1606,JordanFisher,224145872,124623.22
1607,iRepptar,93098776,124612.8
1608,iBlali,11524494,124520.77
1609,Sugarcube,35375025,124489.64
1610,SodaKite,60392247,124465.12
1611,Yann,149682636,124461.35
1612,SuperEvan,47703889,124428.4
1613,따효니,102381201,124404.05
1614,MLDEG,28201887,124287.52
1615,rickyedit,115657971,124198.05
1616,coscu,36473331,124049.0
1617,ZiggyDLive,45302347,124020.2
1618,Fremily,13363719,123957.99
1619,Sneegsnag,24057744,123821.82
1620,MrSavage,198182340,123807.75
1621,hastad,26857029,123653.57
1622,Katie,58529158,123634.87
1623,Apryze,45698099,123617.21
1624,just9n,46490205,123523.52
1625,Oathmeal,186321663,123476.75
1626,n0ne,80615421,123453.44
1627,Silent,32402794,123451.14
1628,CanardPC,192231926,123414.76
1629,impulseSV,41176642,123352.02
1630,Mithrain,79442833,123332.68
1631,Divi,64949289,123230.12
1632,FatherRageT,473623214,123223.46
1633,GingerBeardie,50232356,123192.2
1634,Bloody,123983762,123132.77
1635,PsiSyn,25924287,123036.85
1636,SarahKey,40102288,122949.37
1637,AvaGG,30039402,122928.12
1638,Hype,89408007,122906.88
1639,GuhRL,55607419,122902.39
1640,ClusterFshow,429098367,122808.03
1641,MrTLexify,41726997,122801.64
1642,Sologesang,139208197,122732.77
1643,Rhabby_v,58599870,122663.5
1644,PkmnMasterHolly,173096683,122617.01
1645,Kiaraakitty,61335991,122586.04
1646,나나양,137640527,122538.87
1647,StanMan34,205458461,122434.74
1648,LarryFishburger,23211421,122422.72
1649,Solaaaa,44864184,122420.64
1650,QueenFPS,98438803,122370.24
1651,sashagrey,421838340,122322.08
1652,LusorKoeffizient,73911501,122040.04
1653,Swagger,153461089,121796.34
1654,FinaoLive,415009669,121793.13
1655,ThePeachCobbler,236938850,121734.51
1656,bobqinxd,46257960,121694.35
1657,Remx,53571235,121688.33
1658,p90princess,102418287,121667.18
1659,Neenoh,71987056,121505.24
1660,SMii7Y,25640053,121424.08
1661,lekkerspelen,52385053,121382.03
1662,SquidGame,62568743,121347.11
1663,GrappLr,147375470,121324.34
1664,KSWINNIIE,150352604,121003.43
1665,DSKoopa,56962861,120861.31
1666,Flamehopper,37120773,120851.95
1667,Koogs46,35076943,120835.01
1668,GennaBain,12616386,120662.01
1669,VooDooSh,87481167,120328.25
1670,karchez,91136321,120215.7
1671,iceTokki,103031925,120213.21
1672,munchymane,98558510,120209.15
1673,SixenTv,38009333,120076.26
1674,HitboTC,159365205,120055.2
1675,bokoen,52172280,119934.12
1676,UnsanityLIVE,7167763,119863.15
1677,fragolaqt,139695853,119718.47
1678,m4fgaming,429600778,119323.35
1679,anny,56418014,119314.85
1680,rossburger,153720970,119312.73
1681,SympulsMusic,113563121,119284.2
1682,Carola,110405254,119261.53
1683,imPROBZZ,74657307,118908.2
1684,aminematue,407388596,118734.98
1685,Ninjayla,181582483,118512.3
1686,Cailee,144465431,118401.78
1687,djlivv,502079466,118369.63
1688,JenNyan,99351845,118317.88
1689,MOGRA,126482446,118275.6
1690,Niekbeats,109193436,118248.73
1691,DeadSquirrel,63876161,118110.61
1692,さくらみこ,557359020,117921.23
1693,esAcarry,63162874,117830.68
1694,Rekinss,96812687,117811.98
1695,殺梗,47250099,117746.9
1696,robeytech,57217031,117614.92
1697,Lory,53284096,117547.78
1698,SoloDoubleJ,72586503,117520.48
1699,skinnedteen,31506856,117519.56
1700,catsen,206990465,117498.81
1701,TriHouse,171245477,117495.85
1702,ScottJund,25856143,117493.79
1703,KatGunn,23822990,117479.33
1704,ShackyHD,63033449,117414.65
1705,Newdori,32395507,117367.06
1706,Scrub,102205475,117366.04
1707,狂暴小建,25236843,117242.55
1708,Richard_Hammer,46945963,117181.58
1709,Flip_Switch,62186098,117085.97
1710,ellum,238166443,117005.68
1711,Hugo_One,88803908,117002.89
1712,MisMagpie,106711622,116972.76
1713,delaruetv,533163287,116951.03
1714,Vana,70846067,116928.45
1715,Foxxy_Sly,185071302,116800.94
1716,TheChief1114,53904523,116725.29
1717,BruceGrannec,31813025,116713.68
1718,hc_diZee,29157943,116632.38
1719,thomasPASTE,23027823,116504.42
1720,DJYASMINA,517906957,116494.99
1721,ScammerPayback,130540068,116442.84
1722,Giggand,91026471,116388.7
1723,HeyROBofficial,496886802,116347.24
1724,LetsGameItOut,139709045,116325.33
1725,PapoMC,536794313,116256.0
1726,Zoltan,125809135,116225.82
1727,Sketch,48816734,116193.2
1728,Vovo,136189230,116041.59
1729,LAXHAWTHORN007,188273795,115953.02
1730,Warchiwar,40282149,115915.95
1731,OverwatchLeague,137512364,115900.72
1732,inakzeptabel_hd,241805976,115899.97
1733,Wyld,36972151,115881.44
1734,MembTV,2400710,115724.42
1735,Starbitzychan,181528130,115710.81
1736,ANTILIPSI,127361301,115693.57
1737,김나성,103991968,115658.56
1738,BBXH,120475981,115646.03
1739,Panduh,107988359,115637.23
1740,CapcomFighters,36616300,115519.77
1741,katybentz,176022401,115510.35
1742,iamSometimes,131398260,115474.21
1743,AuSLove,61912072,115421.21
1744,JellyBree,463409456,115262.19
1745,traves,121063510,115253.63
1746,Aztecross,50881182,115216.75
1747,its_WiKeD,38567474,115208.25
1748,ScaryCheese,183882162,115108.18
1749,Gnu_Live,88006635,115064.79
1750,xcaliz0rz,15158605,114930.97
1751,SportsCastSquad,264430011,114818.82
1752,bibaboy,39263242,114742.18
1753,HutchMF,180118013,114739.55
1754,RayRachel,148114007,114731.88
1755,rendogtv,30600786,114643.14
1756,Crendor,7555574,114600.62
1757,KevinLangue,413405805,114580.57
1758,Mickalow,30709418,114485.28
1759,__unknown__,280288990,114482.91
1760,Greifenberg,81524048,114455.21
1761,Maxi,171868899,114424.9
1762,SKITZ,59767624,114327.06
1763,NerdyNetty,38390312,114287.68
1764,NEMRCOMEDY,130565199,114007.65
1765,ricoy23,96604083,113919.47
1766,AchilleFPS,118385536,113904.87
1767,SmaceTRON,41696529,113889.99
1768,PennyArcade,7443503,113883.51
1769,Akademiks,78219897,113809.56
1770,Pelegrino1993,193531341,113709.98
1771,Mr__Gibbins,84283067,113699.65
1772,BASETRADETV,36619478,113642.03
1773,Ms5000Watts,48818717,113593.67
1774,neeko,169188075,113579.89
1775,jenypreston,502105403,113571.79
1776,__unknown__,48298157,113568.49
1777,ernesBarbeQ,41879247,113559.85
1778,SUKnives,25646523,113525.91
1779,Stodeh,52647450,113462.35
1780,JOVIAN,31673862,113413.19
1781,ElOjoNinja,39692658,113378.06
1782,DJMissShelton,504092968,113332.49
1783,MarckozHD,32915274,113282.32
1784,Moxsy,121135020,113214.73
1785,Surskity,50465063,113190.6
1786,AyarBaffo,417900560,113167.73
1787,TheStrangeRebel,133856007,113155.7
1788,HeyStan,63736545,113132.45
1789,xoAeriel,492779169,113072.04
1790,Carla,188958037,113037.89
1791,JimmyTheBrush,146028451,113026.62
1792,kev1nTV,48919437,113018.98
1793,Lepandaman,141490402,112945.13
1794,verox,134000886,112868.4
1795,ESL_CSGOb,35936871,112777.0
1796,sapharic,214582852,112647.75
1797,Marco,38978803,112628.35
1798,Geestargames,87245015,112621.93
1799,연두는말안드뤄,46834933,112535.2
1800,BtHMaNiaC,46061760,112519.85
1801,Yungstaz,40877421,112501.66
1802,SokkzVR,274422632,112483.27
1803,Lyndi,179761908,112448.6
1804,Equuip,77549092,112400.52
1805,kutu182,26361988,112356.04
1806,vulcanlg,36576380,112353.65
1807,Brizz94,87041939,112313.77
1808,LURN,99816984,112290.83
1809,JesusAVGN,34711476,112186.3
1810,Whaazz,68266211,112155.51
1811,RichardLewisReports,66022235,112123.14
1812,LPL,124425627,112081.69
1813,Ninja614,135675015,111946.92
1814,LetsTaddl,45822345,111860.78
1815,LOST,44281267,111815.64
1816,Vicens,101395464,111803.01
1817,__unknown__,119735361,111753.67
1818,Dota2RuHub,100814397,111723.79
1819,Jogabilidade,36830116,111715.46
1820,Siegismund,114366744,111612.43
1821,KanoaDaddy,244965162,111580.32
1822,HollywoodBobLIVE,182867055,111156.73
1823,Soaryn,36043238,111083.29
1824,chloee_fitgamer,507354293,110951.93
1825,scumtk,142907660,110913.17
1826,LiBrizzi,35049749,110901.85
1827,Gamingo,110926030,110865.72
1828,ClassyPax,86796245,110862.09
1829,panetty,132817946,110833.6
1830,xth0rek,69616738,110820.57
1831,Lagonis,117084129,110794.06
1832,dunkstream,40397064,110753.29
1833,riss,71593149,110708.62
1834,JulietteArz,124403155,110699.23
1835,Spinachee,28090481,110596.79
1836,Raquel,127367886,110554.1
1837,avivasofia,454089473,110514.06
1838,Winternomics,274359276,110450.05
1839,MST3K,105623158,110444.74
1840,slater,247301435,110420.84
1841,firedancer,132563423,110378.95
1842,TANZVERBOT,43548655,110257.94
1843,BaerTaffy,27306499,110255.53
1844,isTHISrealVR,209874950,110248.15
1845,Vixella,125136380,110230.23
1846,Ruben,84946492,110122.3
1847,Tazkabaz,177757436,109966.94
1848,WoolieGaming,36177185,109948.2
1849,녹두로,137687203,109946.35
1850,Blaustoise,52959392,109936.02
1851,Covent,37644866,109845.14
1852,BitterBits,58770325,109809.77
1853,Makarimorph,22880697,109772.79
1854,1PVCS,168116110,109661.27
1855,daniel_dekay,512695959,109643.31
1856,VenusWorld,209315409,109533.1
1857,DisguisedToast,87204022,109532.42
1858,Pyrionflax,19309473,109506.32
1859,Tolomeo,33004374,109487.71
1860,Froste,97186917,109481.03
1861,Livilu,187881090,109454.61
1862,Tiagovski555YT,246532465,109421.36
1863,CRIPER,29592923,109391.57
1864,biyin_,579785040,109379.61
1865,Sekapoko,47485986,109372.79
1866,Mobuckets,267948159,109292.85
1867,CoBruhs,213593623,109164.81
1868,gsmVoiD,81764480,109155.82
1869,MrMouton,45686481,109122.07
1870,YoungGun,44932690,108998.39
1871,Jolavanille,574802385,108948.81
1872,Gerrit,64756920,108922.45
1873,buckefps,120679071,108909.81
1874,gusjohnson,141122650,108874.94
1875,갱생레바,147090450,108867.06
1876,xxxDESPERADOxxx,38568005,108849.46
1877,WolfeyVGC,105714465,108821.24
1878,__unknown__,29289159,108801.74
1879,highrollersdnd,197603698,108799.99
1880,MFPallytime,21194356,108758.57
1881,FortyOne,153742625,108712.0
1882,Drjayfisto,43410417,108701.27
1883,Yuuie,37121843,108685.36
1884,Rated,87831939,108599.48
1885,nadmyre,145287127,108589.04
1886,ImKibitz,54765318,108577.34
1887,BLOU,610611496,108574.6
1888,Flakes,133040035,108489.26
1889,BloodReaperGamin,431407538,108481.82
1890,Aniemal,99472289,108386.52
1891,Seum,76446919,108345.56
1892,kkyumingming,421905773,108300.04
1893,SkyshockTV,29249710,108274.82
1894,SupDaily,83395233,108120.01
1895,MsTeamKK,59075042,108116.76
1896,theglasscannon,121465175,108093.59
1897,Banlish,28774906,108032.01
1898,MarieMoone,415006721,107972.78
1899,MitchJones,26194208,107968.87
1900,DanRyckert,46294177,107954.46
1901,omgloudmouth,586710177,107901.78
1902,stormen,101936909,107861.26
1903,Jpw03,46370269,107825.75
1904,Ming,40114747,107810.1
1905,adeptthebest,116885541,107757.87
1906,barrr_none,537567785,107731.6
1907,DonnayBunny,158647287,107623.77
1908,Juliaaab,115856722,107620.45
1909,LieutenantEddy,1143627,107591.68
1910,ThomeFN,195007466,107565.72
1911,Ouatdefok,123930395,107544.92
1912,BonsaiBroz,111799555,107521.0
1913,iLootGames,432751976,107489.05
1914,UnRationaL,175016526,107439.48
1915,Plasquar,245522652,107405.23
1916,STYLERZ,55970469,107402.43
1917,Skadoodle,6978352,107183.45
1918,Alluux,143825043,107166.9
1919,JerichoFive,149773125,107161.53
1920,BigJon,30656206,107132.38
1921,ThomTree,78567532,107051.74
1922,blake,50053663,107042.1
1923,FarodGames,53226469,107007.0
1924,unlckyme,91305522,106917.54
1925,vsnz,80620714,106857.43
1926,jaystreazy,119128245,106814.9
1927,SaltyPhish,72945990,106783.36
1928,CDawgVA,45098797,106730.93
1929,pixelsmixel,134214675,106700.35
1930,Rubini,113206860,106664.88
1931,InvaderVie,198815529,106652.92
1932,Broughy1322,31080309,106614.01
1933,FpsKrystal,55659842,106568.55
1934,blerp,253326823,106565.15
1935,TolkinLoL,181357564,106484.46
1936,kyo1984123,119497908,106473.3
1937,ImKaiCenat,641972806,106471.85
1938,Lucahjins,20739344,106294.55
1939,Toqtir,97716686,106284.45
1940,PalmBee,169016641,106233.38
1941,dialjess,504809127,106029.79
1942,Deansocool,25677980,105959.46
1943,DavidAUS,111082347,105952.46
1944,keanelol,74505272,105893.62
1945,TORRO,99121518,105865.74
1946,Caprimint,59131475,105750.54
1947,Maikeru,30176715,105724.28
1948,Chewwy94,44452165,105531.38
1949,chigre,35936672,105502.8
1950,Dethridge,37530941,105470.88
1951,Anklespankin,26963025,105454.06
1952,kungfufruitcup,59712498,105385.29
1953,LiquidWiFi,48660027,105375.99
1954,Valeria7K,192376620,105318.09
1955,atrocity,63654445,105228.87
1956,JaggerPrincesa,81526980,105214.41
1957,JulieClark,192352389,105178.66
1958,jesseenterkinhtf,484759342,105173.91
1959,Linca,144395004,105166.88
1960,Everyeyeit,52160263,105064.78
1961,Brynlie,75328328,105062.8
1962,GrandmasterGauri,75372241,104896.42
1963,Bronx,54121470,104887.85
1964,Winghaven,41790550,104784.51
1965,Lifestomper,51766805,104772.69
1966,Anas_Off,62154099,104770.04
1967,Amazonian,75975979,104756.46
1968,TMemoryy,46858028,104734.74
1969,AndyRaeCosplay,77166415,104705.86
1970,PurgeGamers,22561231,104681.91
1971,alelu,195343482,104660.65
1972,BAMS,121513309,104611.7
1973,KennyStream,32183344,104576.75
1974,Eli_X,10692319,104487.35
1975,xCry,96246531,104472.86
1976,Kintinue,66719107,104395.39
1977,Xwater,22816432,104199.4
1978,actingliketommy,232402813,104163.18
1979,djphlipz,505812424,104129.53
1980,snoodyboo,135629563,104088.48
1981,JackedZilla,141708559,104081.83
1982,LyndonFPS,55433748,103894.13
1983,cacho01,43190052,103891.0
1984,mortenroyale,135558945,103792.72
1985,JakePitts,509217449,103672.96
1986,Mr_ChanChan,422824066,103660.2
1987,Holly,53342156,103477.49
1988,DeejayManie,517443689,103419.72
1989,SarahDaniels,121703408,103342.97
1990,ooCLANoo,51073889,103287.0
1991,Dyrus,30080751,103206.64
1992,ClassyKatie,70186517,103173.64
1993,Caliverse,36181442,103147.15
1994,Anna_Chess,180861765,103110.26
1995,PhuzzyBond,137716270,103099.14
1996,GoodTimesWithScar,23558127,103074.77
1997,travisgafford,25080748,103053.23
1998,CarlSagan42,20702886,103044.28
1999,GoddessAlfa,211939875,103025.88
2000,Tiffae,28209837,103017.16
2001,StereOnline,78626614,102979.04
2002,Emiru,91067577,102930.71
2003,소니쇼,137404969,102747.69
2004,EasyTV3,173255477,102744.33
2005,貝莉莓,70760718,102688.37
2006,fqnos,68204151,102658.02
2007,LeyLey,27753669,102638.74
2008,iamBush,452313289,102557.46
2009,DieHahn,43334060,102521.45
2010,Taylor_Jevaux,469348555,102517.92
2011,Harmii,113537067,102477.85
2012,BeastSnakeLIVE,88510702,102455.93
2013,Mxddy,210915729,102435.3
2014,BadGalShay,112824627,102411.99
2015,cheese,42360116,102375.56
2016,Hydramist,24981496,102340.97
2017,karlnetwork,638065882,102196.13
2018,BirnoOCE,21629925,102169.98
2019,LUCKYY10P,80177884,102049.95
2020,Ramez05,42320398,102024.46
2021,ItsSky,153027216,102010.56
2022,Bigdaddyden76,40525367,101970.38
2023,Macho,57747669,101892.82
2024,sh0tsofvaca,233110673,101721.23
2025,Majinobama,36725432,101667.76
2026,Etalyx,28054687,101646.3
2027,CONEY,26696343,101621.13
2028,JustJoeSyracuse,466116134,101604.89
2029,reggiewebberr,210322610,101581.73
2030,Harry,108107277,101550.99
2031,BorasLegend,39064247,101511.73
2032,Terenas,30264374,101472.2
2033,jean_mago,245829588,101390.25
2034,GirlGamerChas,41317630,101379.64
2035,Zmok,28222988,101364.29
2036,MittensGG,118850506,101320.05
2037,MissJuneDJ,122792279,101312.33
2038,PoopWitchX,133978234,101177.32
2039,Jessie,104655406,101137.18
2040,SecretSleepoverSociety,51454355,101103.4
2041,MobileGamer365,102964633,101040.14
2042,tvandeR,132279966,100961.73
2043,TenSterakdary,39661750,100875.4
2044,vinnie,208189351,100822.93
2045,AdrianaChechik_,457124238,100811.7
2046,Miisty,45538566,100742.67
2047,Leynainu,61974931,100681.07
2048,TopeREC,75973193,100555.96
2049,My_1st_Kill,567451394,100523.93
2050,Doodybeard,58836975,100478.96
2051,InnTale,407922149,100470.97
2052,Prospering,22160589,100352.99
2053,Maxylobes,89041633,100345.97
2054,Jinja,57777434,100175.13
2055,Gosu,41939266,100045.38
2056,Buozzi,94854762,100025.7
2057,Jordyx3,114206733,99940.62
2058,JoePags,473427932,99937.99
2059,Blazt,55649801,99933.72
2060,Samuel_Adams,78546366,99855.31
2061,Gavrilka,168251674,99770.04
2062,Pier,190763447,99755.28
2063,PleaseBuild,195739041,99725.8
2064,MEKABEAR,149456095,99668.16
2065,lunity,52088005,99616.97
2066,Nozadah,126695000,99605.07
2067,x6FlipiN,27757893,99597.9
2068,AOAATube,28201044,99584.1
2069,Empyriangaming,48631915,99551.92
2070,Insomniac,232672264,99551.56
2071,NoisyButters,36043808,99462.66
2072,Ron_Plays_Games,125004301,99431.92
2073,DisbeArex,77878104,99321.6
2074,Kiyoon,117783070,99295.07
2075,Lethal,187268322,99290.39
2076,SimCopter1,60216187,99246.33
2077,Rain,38682663,99219.76
2078,Grohlvana,54958544,99141.13
2079,Faith,160538649,99134.67
2080,jstinLIVE,502776632,99033.38
2081,JLBichouu,173066877,99001.12
2082,will_shand,21733581,98949.16
2083,Ivan_Grieco,75999663,98870.54
2084,simonhoneydew,21069037,98870.17
2085,Elwind,71761252,98690.07
2086,bubbly_live,57763548,98688.22
2087,Spoodah,135162278,98686.05
2088,Kaellyn,492854165,98681.22
2089,Arianna,171751692,98442.71
2090,robert87000,70915697,98440.64
2091,恭一郎,165572706,98405.01
2092,GirlfriendReviews,405028866,98362.79
2093,No0b3,147813773,98307.71
2094,ARCN,91964317,98301.87
2095,Velion,24950863,98274.22
2096,Mocha,69580935,98214.17
2097,ZeROBADASS,28526571,98127.06
2098,Trinity,40383341,98095.44
2099,ActualJake,184115560,98060.12
2100,PsheroTV,26341777,98044.77
2101,DjChadFox,500690614,97970.73
2102,HappyThoughts,32258140,97969.29
2103,DarksydePhil,261767,97956.26
2104,Smashley,40601000,97937.24
2105,Docgotgame,47089665,97914.97
2106,MikeMateiLive,127084356,97900.54
2107,VanderForge,106971376,97891.37
2108,PATTIIIIIIII,116778950,97806.97
2109,Back2Warcraft,24657677,97806.57
2110,Aculite,46630710,97573.28
2111,FailArmy,71068671,97559.29
2112,Baso,38974476,97539.96
2113,JonVlogs,103989988,97499.29
2114,bianquinha182,157995168,97414.9
2115,EnragedCinema,37076547,97403.48
2116,ZaggiDK,151715316,97341.0
2117,spoopykitt,159239770,97300.69
